Date,SPY
2007-07-25,0.0020490693002408467
2007-07-26,-0.023678985506670136
2007-07-27,-0.019659755851903937
2007-07-30,0.0156430120280322
2007-07-31,-0.01126282813418733
2007-08-01,0.004872091231580056
2007-08-02,0.007990128799679752
2007-08-03,-0.025744890297890732
2007-08-06,0.016759107969373632
2007-08-07,0.010669488740323363
2007-08-08,0.013941147664928044
2007-08-09,-0.029633742543422215
2007-08-10,-0.004677237449021265
2007-08-13,0.003593036856188503
2007-08-14,-0.01528594761973412
2007-08-15,-0.013775116600935777
2007-08-16,0.007515663449226162
2007-08-17,0.018367339291878837
2007-08-20,-0.00048387562577545395
2007-08-21,0.002005062247361744
2007-08-22,0.01186780426420242
2007-08-23,-0.0008862393883503072
2007-08-24,0.012353014621693692
2007-08-27,-0.009303573673282717
2007-08-28,-0.021980519156454492
2007-08-29,0.019621657463753994
2007-08-30,-0.002661194095848418
2007-08-31,0.009852853342692702
2007-09-04,0.010095155570969183
2007-09-05,-0.008652910826263516
2007-09-06,0.002300846095230069
2007-09-07,-0.013906652023016997
2007-09-10,-0.0019168625929811833
2007-09-11,0.011660047102976634
2007-09-12,0.0025769612863213442
2007-09-13,0.007033049216805587
2007-09-14,-6.719469825733349e-05
2007-09-17,-0.00537276604782666
2007-09-18,0.029439690179785316
2007-09-19,0.005903017191390969
2007-09-20,-0.007041998874328326
2007-09-21,0.0026986317239181545
2007-09-24,-0.001842560522898995
2007-09-25,-0.0019776608628343517
2007-09-26,0.005284476865718535
2007-09-27,0.005913423869003731
2007-09-28,-0.0033314675686778594
2007-10-01,0.011272505134678479
2007-10-02,-0.0013602920688077225
2007-10-03,-0.0020122655341759943
2007-10-04,0.0015612507092825911
2007-10-05,0.01188127309101561
2007-10-08,-0.0053259098859768095
2007-10-09,0.009418218906574571
2007-10-10,-0.0016613404730079218
2007-10-11,-0.0048013272902422965
2007-10-12,0.005532061006893185
2007-10-15,-0.008444059695497552
2007-10-16,-0.007934919917394034
2007-10-17,0.003056571541036668
2007-10-18,-0.0036301968751253355
2007-10-19,-0.026156946100522882
2007-10-22,0.005812975493365347
2007-10-23,0.008104110404265619
2007-10-24,-0.0018454396524433259
2007-10-25,0.002376906318801719
2007-10-26,0.011722674010294476
2007-10-29,0.0033202995969467963
2007-10-30,-0.006942528920554469
2007-10-31,0.010387922787144399
2007-11-01,-0.023407467789298586
2007-11-02,0.0011255255232989203
2007-11-05,-0.007605304740891494
2007-11-06,0.013461706845193877
2007-11-07,-0.02735591927835679
2007-11-08,-0.005070607511629577
2007-11-09,-0.013726285413272143
2007-11-12,-0.009921485248801098
2007-11-13,0.0304798574324312
2007-11-14,-0.002768620242237896
2007-11-15,-0.014424160606127723
2007-11-16,0.001717932117017762
2007-11-19,-0.0139242643687163
2007-11-20,0.006121429838258141
2007-11-21,-0.02046452396237952
2007-11-23,0.01729237889018531
2007-11-26,-0.022063279716425854
2007-11-27,0.01149302002005137
2007-11-28,0.03198480773179746
2007-11-29,0.00033958781093823553
2007-11-30,0.010055710315868494
2007-12-03,-0.00659292218128249
2007-12-04,-0.008937912947360238
2007-12-05,0.016739720283245996
2007-12-06,0.014313394158791404
2007-12-07,-0.0001985964701233245
2007-12-10,0.007752763875030322
2007-12-11,-0.027419547412115386
2007-12-12,0.00987122067056223
2007-12-13,-0.002075450403864365
2007-12-14,-0.012679702287126449
2007-12-17,-0.014269279625852338
2007-12-18,0.005583758619299273
2007-12-19,0.0
2007-12-20,0.006306837774322949
2007-12-21,0.014415101047923207
2007-12-24,0.007426040397659817
2007-12-26,0.0021442754184579638
2007-12-27,-0.012571236731035551
2007-12-28,-0.0025057781611774743
2007-12-31,-0.007399622419325236
2008-01-02,-0.008754537518508743
2008-01-03,-0.0004830564800012427
2008-01-04,-0.024506624072521355
2008-01-07,-0.0008488281420735433
2008-01-08,-0.01614826902928712
2008-01-09,0.010509986520627956
2008-01-10,0.00655402409384509
2008-01-11,-0.008068387215853123
2008-01-14,0.00806276543614648
2008-01-15,-0.022012967580204656
2008-01-16,-0.00861250900600552
2008-01-17,-0.02591662368842551
2008-01-18,-0.010267423510516238
2008-01-22,-0.010146565009217623
2008-01-23,0.0240207957501557
2008-01-24,0.008441703135433576
2008-01-25,-0.014445721874228212
2008-01-28,0.016536749357764835
2008-01-29,0.004953693795858527
2008-01-30,-0.00735746974289142
2008-01-31,0.018234122404252595
2008-02-01,0.016087974217189993
2008-02-04,-0.012609124273143202
2008-02-05,-0.026774040137317545
2008-02-06,-0.00805217351069154
2008-02-07,0.0066140238865251
2008-02-08,-0.006421002047333091
2008-02-11,0.005109965381718595
2008-02-12,0.009271240504427736
2008-02-13,0.010222811130123466
2008-02-14,-0.00879963299915254
2008-02-15,-0.00022206709737482289
2008-02-19,0.002812002735756103
2008-02-20,0.0029515597647000735
2008-02-21,-0.008313689539813485
2008-02-22,0.006157930621268237
2008-02-25,0.012608782189502898
2008-02-26,0.007500254930884687
2008-02-27,-0.001012132288853107
2008-02-28,-0.009766754250603249
2008-02-29,-0.022284045645015405
2008-03-03,-0.0023912735683406794
2008-03-04,-0.0038202786781469378
2008-03-05,0.006315988800792205
2008-03-06,-0.02069761074740062
2008-03-07,-0.010300932197254475
2008-03-10,-0.013183206614936438
2008-03-11,0.035937905388883085
2008-03-12,-0.009351494922815173
2008-03-13,0.00220777444917708
2008-03-14,-0.015495924663906702
2008-03-17,-0.010107152964548005
2008-03-18,0.04154304349858484
2008-03-19,-0.02476955335537223
2008-03-20,0.018522683571280174
2008-03-24,0.019987706766441127
2008-03-25,0.0009651565128596662
2008-03-26,-0.012235790144874636
2008-03-27,-0.0031532716335580524
2008-03-28,-0.009564647609870414
2008-03-31,0.003497753116185942
2008-04-01,0.03515941467944983
2008-04-02,0.0006591192752325448
2008-04-03,0.0024869019543791726
2008-04-04,-0.0010945555610442081
2008-04-07,0.0005118005488895516
2008-04-08,-0.0010223548717471775
2008-04-09,-0.007235998779267949
2008-04-10,0.0013989624507548815
2008-04-11,-0.01940917180922075
2008-04-14,-0.0033739203009830465
2008-04-15,0.0023323645114885494
2008-04-16,0.027093847985565578
2008-04-17,0.0014615781760993762
2008-04-18,0.010433985240468013
2008-04-21,0.0005055668094318122
2008-04-22,-0.004402794713160407
2008-04-23,-0.0015947447109821988
2008-04-24,0.004356747371101255
2008-04-25,0.009253685572027992
2008-04-28,0.0002150951874189122
2008-04-29,-0.0039390670122665394
2008-04-30,-0.0058960311447299185
2008-05-01,0.0206857744391602
2008-05-02,0.0027633137800233687
2008-05-05,-0.004804673875740684
2008-05-06,0.008662815089879095
2008-05-07,-0.01781063794669513
2008-05-08,-0.0025806352760783247
2008-05-09,-0.0018682271520704674
2008-05-12,0.011230842510913108
2008-05-13,0.00014254232372601372
2008-05-14,0.0020639976655416614
2008-05-15,0.012503307883604098
2008-05-16,0.0009122700108141757
2008-05-19,0.002733483107654422
2008-05-20,-0.008108840348311053
2008-05-21,-0.01691475480570137
2008-05-22,0.0001433206544219079
2008-05-23,-0.013404165209427443
2008-05-27,0.0074108343212409
2008-05-28,0.004615712064304223
2008-05-29,0.005024840366736338
2008-05-30,0.0025001769076458125
2008-06-02,-0.01033137895713232
2008-06-03,-0.0058315647944320315
2008-06-04,-0.0005067796016157144
2008-06-05,0.01999707437540077
2008-06-06,-0.03189365982092729
2008-06-09,0.0024210404243312222
2008-06-10,-0.004977224815580716
2008-06-11,-0.014712237684750273
2008-06-12,0.0038075172178413386
2008-06-13,0.012644000524106636
2008-06-16,0.0005880005864740134
2008-06-17,-0.004845084714880876
2008-06-18,-0.009736252668783973
2008-06-19,0.0012658482602456722
2008-06-20,-0.01623142355890761
2008-06-23,-0.000988135118926814
2008-06-24,-0.0019780751599638435
2008-06-25,0.0047258932379596885
2008-06-26,-0.02716004113296766
2008-06-27,-0.005458957788554986
2008-06-30,0.0035284986788304273
2008-07-01,0.003125663186765326
2008-07-02,-0.017136775794700188
2008-07-03,0.0010304235217835078
2008-07-07,-0.01021285739134059
2008-07-08,0.01775707979599206
2008-07-09,-0.01925520206921849
2008-07-10,0.0040871125037849065
2008-07-11,-0.01165208338785706
2008-07-14,-0.009044050523396185
2008-07-15,-0.014097131511866756
2008-07-16,0.024547559650500705
2008-07-17,0.010003221387150818
2008-07-18,0.0062300691783319095
2008-07-21,0.0005554656617319242
2008-07-22,0.011344786896475334
2008-07-23,0.005412744456647189
2008-07-24,-0.020753718443383917
2008-07-25,-0.00023922838684509173
2008-07-28,-0.014663680867524564
2008-07-29,0.021352505342785655
2008-07-30,0.01781744123642115
2008-07-31,-0.013226361732274317
2008-08-01,-0.005282865336587728
2008-08-04,-0.009273799549236239
2008-08-05,0.026961935618165844
2008-08-06,0.004441043908848918
2008-08-07,-0.014892034980505953
2008-08-08,0.018581485256556673
2008-08-11,0.01035760055707824
2008-08-12,-0.01040466172964516
2008-08-13,-0.006030110813164291
2008-08-14,0.0075445722676901195
2008-08-15,0.004863248179674429
2008-08-18,-0.013674248298766511
2008-08-19,-0.010904231676399978
2008-08-20,0.0046458304544072515
2008-08-21,0.0017243077451281064
2008-08-22,0.014475619415268426
2008-08-25,-0.020284996980375225
2008-08-26,0.0029128238366071812
2008-08-27,0.009733418645303749
2008-08-28,0.012128345486815517
2008-08-29,-0.010753621888261455
2008-09-02,-0.00621177995530886
2008-09-03,-0.0008595075608736069
2008-09-04,-0.030106102000907797
2008-09-05,0.0031443794425882743
2008-09-08,0.020655972789333177
2008-09-09,-0.029687562279796076
2008-09-10,0.004057909627095846
2008-09-11,0.014468086799924285
2008-09-12,0.004620976006310729
2008-09-15,-0.047584832222459794
2008-09-16,0.01673727076219622
2008-09-17,-0.044963059931201754
2008-09-18,0.029671467234889004
2008-09-19,0.03971400327424712
2008-09-22,-0.022639595694516124
2008-09-23,-0.022751507915933167
2008-09-24,0.003205220853748747
2008-09-25,0.01563967070685801
2008-09-26,0.0004964804601501616
2008-09-29,-0.07836147959586692
2008-09-30,0.04138987910425618
2008-10-01,0.0006032958167803137
2008-10-02,-0.036274121079085564
2008-10-03,-0.013500200809611118
2008-10-06,-0.05093369884981036
2008-10-07,-0.04478598263536915
2008-10-08,-0.025192423567937605
2008-10-09,-0.0698393285769009
2008-10-10,-0.024255351993095586
2008-10-13,0.145197547536966
2008-10-14,-0.014800111405855576
2008-10-15,-0.09844765810235989
2008-10-16,0.04165721773078279
2008-10-17,-0.005971916518049181
2008-10-20,0.0600795212924079
2008-10-21,-0.02985546557488905
2008-10-22,-0.05445384368837858
2008-10-23,0.011583707670063781
2008-10-24,-0.05071427114593163
2008-10-27,-0.03550058966482472
2008-10-28,0.11685494266930707
2008-10-29,-0.007252712757675583
2008-10-30,0.03459406682958366
2008-10-31,0.005503396196028687
2008-11-03,0.002891596624040371
2008-11-04,0.033982474194893975
2008-11-05,-0.0420276778812827
2008-11-06,-0.05541151970785996
2008-11-07,0.03301818070532292
2008-11-10,-0.013104668041189815
2008-11-11,-0.030875739068310648
2008-11-12,-0.044001159607190754
2008-11-13,0.06233942165784856
2008-11-14,-0.04990598295095938
2008-11-17,-0.013276961070223026
2008-11-18,0.018837053081502075
2008-11-19,-0.06407894371422329
2008-11-20,-0.0742331439065047
2008-11-21,0.05394296381962449
